id,nr_playlist,composer,composition,voices,experiment,performer,Album,year_recording,,audio_final,symbolic_is_audio,instrumentation,instrumentation_category,final_safe,not repeated,repetitions,comments,symbolic,audio,mf0,basicpitch,multipitch_214c,multipitch_195f,MT3
69,93,Dufay,0093 Duf1004e Missa Lhomme arme - Agnus,4,CANTO_JRP,"Guillaume Dufay, The Hilliard Ensemble, Paul Hillier",,1987,,53,y,v,vocal,y,y,,,0093 Duf1004e Missa Lhomme arme - Agnus.musicxml,0093 Duf1004e Missa Lhomme arme - Agnus.wav,0093 Duf1004e Missa Lhomme arme - Agnus.csv,0093 Duf1004e Missa Lhomme arme - Agnus.csv,0093 Duf1004e Missa Lhomme arme - Agnus.csv,0093 Duf1004e Missa Lhomme arme - Agnus.csv,
70,94,Dufay,0094 Duf2012 Ave regina celorum III,4,CANTO_JRP,"Guillaume Dufay, Capilla Flamenca, Marnix De Cat",,2011,,43,y,v,vocal,y,y,,,0094 Duf2012 Ave regina celorum III.musicxml,0094 Duf2012 Ave regina celorum III.wav,0094 Duf2012 Ave regina celorum III.csv,0094 Duf2012 Ave regina celorum III.csv,0094 Duf2012 Ave regina celorum III.csv,0094 Duf2012 Ave regina celorum III.csv,
71,95,Dufay,0095 Duf2054 Nuper rosarum flores | Terribilis est locus iste,4,CANTO_JRP,"Guillaume Dufay, Cantica Symphonia",,2005,,55,y,vi,mixed,y,n,,deels verdubbeld met koper,0095 Duf2054 Nuper rosarum flores | Terribilis est locus iste.musicxml,0095 Duf2054 Nuper rosarum flores | Terribilis est locus iste.wav,0095 Duf2054 Nuper rosarum flores | Terribilis est locus iste.csv,0095 Duf2054 Nuper rosarum flores | Terribilis est locus iste.csv,0095 Duf2054 Nuper rosarum flores | Terribilis est locus iste.csv,0095 Duf2054 Nuper rosarum flores | Terribilis est locus iste.csv,
72,96,Dufay,0096 Duf3014 Resvellies vous et faites chiere lye ballade,3,CANTO_JRP,"Guillaume Dufay, Catherine King, Jane Achtman, Andrew Lawrence-King",,2018,,50,a,vi,mixed,y,y,herhalingen,Superius + luit + vedel/gamba,0096 Duf3014 Resvellies vous et faites chiere lye ballade.musicxml,0096 Duf3014 Resvellies vous et faites chiere lye ballade.wav,0096 Duf3014 Resvellies vous et faites chiere lye ballade.csv,0096 Duf3014 Resvellies vous et faites chiere lye ballade.csv,0096 Duf3014 Resvellies vous et faites chiere lye ballade.csv,0096 Duf3014 Resvellies vous et faites chiere lye ballade.csv,
73,97,Dufay,0097 Duf3015 Se la face ay pale,3,CANTO_JRP,"Guillaume Dufay, Capilla Flamenca, Marnix De Cat",,2011,,43,y,vi,mixed,y,n,,verdubbeld met luit en vedels/gamba,0097 Duf3015 Se la face ay pale.musicxml,0097 Duf3015 Se la face ay pale.wav,0097 Duf3015 Se la face ay pale.csv,0097 Duf3015 Se la face ay pale.csv,0097 Duf3015 Se la face ay pale.csv,0097 Duf3015 Se la face ay pale.csv,
74,98,Dufay,0098 Duf3016 Adieu ces bons vins de Lannoys,3,CANTO_JRP,,,1993,,52,a,vi,mixed,y,n,herhalingen: abaaabab,"superius, blokfluit, luit, gamba/vedel",0098 Duf3016 Adieu ces bons vins de Lannoys.musicxml,0098 Duf3016 Adieu ces bons vins de Lannoys.wav,0098 Duf3016 Adieu ces bons vins de Lannoys.csv,0098 Duf3016 Adieu ces bons vins de Lannoys.csv,0098 Duf3016 Adieu ces bons vins de Lannoys.csv,0098 Duf3016 Adieu ces bons vins de Lannoys.csv,
75,99,Dufay,0099 Duf3017 Adieu mamour adieu ma joye,3,CANTO_JRP,"Guillaume Dufay, Ensemble Gilles Binchois, Dominique Vellard",,2021,,55,a,vi,mixed,y,y,herhalingen: abaaabab,"superius, tenor, gamba/vedel",0099 Duf3017 Adieu mamour adieu ma joye.musicxml,0099 Duf3017 Adieu mamour adieu ma joye.wav,0099 Duf3017 Adieu mamour adieu ma joye.csv,0099 Duf3017 Adieu mamour adieu ma joye.csv,0099 Duf3017 Adieu mamour adieu ma joye.csv,0099 Duf3017 Adieu mamour adieu ma joye.csv,
76,100,Dufay,0100 Duf3018 Adyeu quitte le demeurant,3,CANTO_JRP,"Guillaume Dufay, Ensemble Gilles Binchois, Dominique Vellard",,2021,,55,y,i,instrumental,y,y,,Psalterium + luit,0100 Duf3018 Adyeu quitte le demeurant.musicxml,0100 Duf3018 Adyeu quitte le demeurant.wav,0100 Duf3018 Adyeu quitte le demeurant.csv,0100 Duf3018 Adyeu quitte le demeurant.csv,0100 Duf3018 Adyeu quitte le demeurant.csv,0100 Duf3018 Adyeu quitte le demeurant.csv,0100 Duf3018 Adyeu quitte le demeurant.mid
78,102,Dufay,0102 Duf3067 Puisque vous estez campieur,3,CANTO_JRP,"Guillaume Dufay, Lydia Knutson, Aaron Sheehan, Scott Metcalfe",,2014,,57,a,vi,mixed,y,y,herhalingen: abaaabab,"superius, tenor, gamba",0102 Duf3067 Puisque vous estez campieur.musicxml,0102 Duf3067 Puisque vous estez campieur.wav,0102 Duf3067 Puisque vous estez campieur.csv,0102 Duf3067 Puisque vous estez campieur.csv,0102 Duf3067 Puisque vous estez campieur.csv,0102 Duf3067 Puisque vous estez campieur.csv,
79,103,Dufay,0103 Duf3069 Resvelons nous resvelons amoureux | Alons en bien tos au may,3,CANTO_JRP,"Guillaume Dufay, Ensemble Gilles Binchois, Dominique Vellard",,2021,,55,y,v,vocal,y,y,,,0103 Duf3069 Resvelons nous resvelons amoureux | Alons en bien tos au may.musicxml,0103 Duf3069 Resvelons nous resvelons amoureux | Alons en bien tos au may.wav,0103 Duf3069 Resvelons nous resvelons amoureux | Alons en bien tos au may.csv,0103 Duf3069 Resvelons nous resvelons amoureux | Alons en bien tos au may.csv,0103 Duf3069 Resvelons nous resvelons amoureux | Alons en bien tos au may.csv,0103 Duf3069 Resvelons nous resvelons amoureux | Alons en bien tos au may.csv,0103 Duf3069 Resvelons nous resvelons amoureux | Alons en bien tos au may.mid
80,104,Dufay,0104 Duf3077 Helas mon dueil a ce cop sui je mort,3,CANTO_JRP,"Guillaume Dufay, Diabolus in Musica, Antoine Guerber",,2006,,55,a,vi,mixed,y,y,herhalingen abbaa,"superius, tenor, gamba",0104 Duf3077 Helas mon dueil a ce cop sui je mort.musicxml,0104 Duf3077 Helas mon dueil a ce cop sui je mort.wav,0104 Duf3077 Helas mon dueil a ce cop sui je mort.csv,0104 Duf3077 Helas mon dueil a ce cop sui je mort.csv,0104 Duf3077 Helas mon dueil a ce cop sui je mort.csv,0104 Duf3077 Helas mon dueil a ce cop sui je mort.csv,
81,105,Dufay,0105 Duf3078 Malheureulx cueur que vieulx tu faire,3,CANTO_JRP,"Guillaume Dufay, Lydia Knutson, Aaron Sheehan, Scott Metcalfe",,2014,,54,a,vi,mixed,y,y,herhalingen abbaa,"superius, tenor, gamba",0105 Duf3078 Malheureulx cueur que vieulx tu faire.musicxml,0105 Duf3078 Malheureulx cueur que vieulx tu faire.wav,0105 Duf3078 Malheureulx cueur que vieulx tu faire.csv,0105 Duf3078 Malheureulx cueur que vieulx tu faire.csv,0105 Duf3078 Malheureulx cueur que vieulx tu faire.csv,0105 Duf3078 Malheureulx cueur que vieulx tu faire.csv,
82,106,Dufay,0106 Duf3080 Hic iocundus sumit mundus,3,CANTO_JRP,"Guillaume Dufay, The Medieval Ensemble Of London, Peter & Timothy Davies, Peter Davies, Timothy Davies",,1981,,54,a,i,instrumental,y,y,,"veel versieringen, klavier",0106 Duf3080 Hic iocundus sumit mundus.musicxml,0106 Duf3080 Hic iocundus sumit mundus.wav,0106 Duf3080 Hic iocundus sumit mundus.csv,0106 Duf3080 Hic iocundus sumit mundus.csv,0106 Duf3080 Hic iocundus sumit mundus.csv,0106 Duf3080 Hic iocundus sumit mundus.csv,0106 Duf3080 Hic iocundus sumit mundus.mid
83,107,Frye,0107 Fry2002 O florens rosa,3,CANTO_JRP,"Walter Frye, The Hilliard Ensemble",,1993,,40,y,v,vocal,y,y,,,0107 Fry2002 O florens rosa.musicxml,0107 Fry2002 O florens rosa.wav,0107 Fry2002 O florens rosa.csv,0107 Fry2002 O florens rosa.csv,0107 Fry2002 O florens rosa.csv,0107 Fry2002 O florens rosa.csv,
84,108,Frye,0108 Fry3005 Tout a par moy,3,CANTO_JRP,"Walter Frye, The Hilliard Ensemble",,1993,,55,a,v,vocal,y,y,,,0108 Fry3005 Tout a par moy.musicxml,0108 Fry3005 Tout a par moy.wav,0108 Fry3005 Tout a par moy.csv,0108 Fry3005 Tout a par moy.csv,0108 Fry3005 Tout a par moy.csv,0108 Fry3005 Tout a par moy.csv,
85,109,Gaspar,0109 Gas0103e Missa Princesse damourettes - Agnus,4,CANTO_JRP,"Gaspar van Weerbeke, Cut Circle, Jesse Rodin, Carolann Buff, Jason McStoots, Sumner Thompson",,2012,,43,y,v,vocal,y,y,,,0109 Gas0103e Missa Princesse damourettes - Agnus.musicxml,0109 Gas0103e Missa Princesse damourettes - Agnus.wav,0109 Gas0103e Missa Princesse damourettes - Agnus.csv,0109 Gas0103e Missa Princesse damourettes - Agnus.csv,0109 Gas0103e Missa Princesse damourettes - Agnus.csv,0109 Gas0103e Missa Princesse damourettes - Agnus.csv,
86,110,Gaspar,0110 Gas0302a Quam pulchra es Quam pulchra es,4,CANTO_JRP,"Gaspar van Weerbeke, The Song Company, Roland Peelman",,2002,,53,y,v,vocal,y,y,,,0110 Gas0302a Quam pulchra es Quam pulchra es.musicxml,0110 Gas0302a Quam pulchra es Quam pulchra es.wav,0110 Gas0302a Quam pulchra es Quam pulchra es.csv,0110 Gas0302a Quam pulchra es Quam pulchra es.csv,0110 Gas0302a Quam pulchra es Quam pulchra es.csv,0110 Gas0302a Quam pulchra es Quam pulchra es.csv,
87,111,Gaspar,0111 Gas0302c Quam pulchra es Salve virgo salutata,4,CANTO_JRP,"Gaspar van Weerbeke, The Song Company, Roland Peelman",,2002,,53,y,v,vocal,y,y,,,0111 Gas0302c Quam pulchra es Salve virgo salutata.musicxml,0111 Gas0302c Quam pulchra es Salve virgo salutata.wav,0111 Gas0302c Quam pulchra es Salve virgo salutata.csv,0111 Gas0302c Quam pulchra es Salve virgo salutata.csv,0111 Gas0302c Quam pulchra es Salve virgo salutata.csv,0111 Gas0302c Quam pulchra es Salve virgo salutata.csv,0111 Gas0302c Quam pulchra es Salve virgo salutata.mid
88,112,Gaspar,0112 Gas0302e Quam pulchra es Ave regina caelorum mater,4,CANTO_JRP,"Gaspar van Weerbeke, Siglo de Oro, Patrick Allies",,2019,,48,y,v,vocal,y,y,,,0112 Gas0302e Quam pulchra es Ave regina caelorum mater.musicxml,0112 Gas0302e Quam pulchra es Ave regina caelorum mater.wav,0112 Gas0302e Quam pulchra es Ave regina caelorum mater.csv,0112 Gas0302e Quam pulchra es Ave regina caelorum mater.csv,0112 Gas0302e Quam pulchra es Ave regina caelorum mater.csv,0112 Gas0302e Quam pulchra es Ave regina caelorum mater.csv,
89,113,Gaspar,0113 Gas0302h Quam pulchra es Tota pulchra es,4,CANTO_JRP,"Gaspar van Weerbeke, The Song Company, Roland Peelman",,2002,,53,y,v,vocal,y,y,,,0113 Gas0302h Quam pulchra es Tota pulchra es.musicxml,0113 Gas0302h Quam pulchra es Tota pulchra es.wav,0113 Gas0302h Quam pulchra es Tota pulchra es.csv,0113 Gas0302h Quam pulchra es Tota pulchra es.csv,0113 Gas0302h Quam pulchra es Tota pulchra es.csv,0113 Gas0302h Quam pulchra es Tota pulchra es.csv,
90,114,Gaspar,0114 Gas0403 Ave regina celorum,4,CANTO_JRP,"Gaspar van Weerbeke, Cut Circle, Jesse Rodin",,2012,,44,y,v,vocal,y,y,,,0114 Gas0403 Ave regina celorum.musicxml,0114 Gas0403 Ave regina celorum.wav,0114 Gas0403 Ave regina celorum.csv,0114 Gas0403 Ave regina celorum.csv,0114 Gas0403 Ave regina celorum.csv,0114 Gas0403 Ave regina celorum.csv,
91,115,Gaspar,0115 Gas0405 Virgo maria non est tibi similis,4,CANTO_JRP,,,2020,,56,y,v,vocal,y,y,,veel vibrato,0115 Gas0405 Virgo maria non est tibi similis.musicxml,0115 Gas0405 Virgo maria non est tibi similis.wav,0115 Gas0405 Virgo maria non est tibi similis.csv,0115 Gas0405 Virgo maria non est tibi similis.csv,0115 Gas0405 Virgo maria non est tibi similis.csv,0115 Gas0405 Virgo maria non est tibi similis.csv,
92,116,Gaspar,0116 Gas0406 Christi mater ave,4,CANTO_JRP,"Gaspar van Weerbeke, Odhecaton, Paolo da Col",,2017,,45,y,v,vocal,y,y,,,0116 Gas0406 Christi mater ave.musicxml,0116 Gas0406 Christi mater ave.wav,0116 Gas0406 Christi mater ave.csv,0116 Gas0406 Christi mater ave.csv,0116 Gas0406 Christi mater ave.csv,0116 Gas0406 Christi mater ave.csv,
93,117,Gaspar,0117 Gas0407 Mater digna Dei,4,CANTO_JRP,"Gaspar van Weerbeke, Odhecaton, Paolo da Col, La Pifarescha, La Reverdie",,2017,,45,y,vi,mixed,y,n,,"koper, dubbelriet, luit",0117 Gas0407 Mater digna Dei.musicxml,0117 Gas0407 Mater digna Dei.wav,0117 Gas0407 Mater digna Dei.csv,0117 Gas0407 Mater digna Dei.csv,0117 Gas0407 Mater digna Dei.csv,0117 Gas0407 Mater digna Dei.csv,
94,118,Gaspar,0118 Gas0408 Ave stella matutina,4,CANTO_JRP,"Gaspar van Weerbeke, Odhecaton, Paolo da Col, La Pifarescha, La Reverdie",,2017,,45,y,vi,mixed,y,n,,"koper, dubbelriet, luit",0118 Gas0408 Ave stella matutina.musicxml,0118 Gas0408 Ave stella matutina.wav,0118 Gas0408 Ave stella matutina.csv,0118 Gas0408 Ave stella matutina.csv,0118 Gas0408 Ave stella matutina.csv,0118 Gas0408 Ave stella matutina.csv,
95,119,Gaspar,0119 Gas0417 Tenebre facte sunt,4,CANTO_JRP,"Gaspar Van Weerbecke, Odhecaton, Paolo da Col",,2012,,45,y,v,vocal,y,y,,,0119 Gas0417 Tenebre facte sunt.musicxml,0119 Gas0417 Tenebre facte sunt.wav,0119 Gas0417 Tenebre facte sunt.csv,0119 Gas0417 Tenebre facte sunt.csv,0119 Gas0417 Tenebre facte sunt.csv,0119 Gas0417 Tenebre facte sunt.csv,
96,120,Gaspar,0120 Gas0419 Dulcis amica Dei,5,CANTO_JRP,"Gaspar van Weerbeke, Cut Circle, Jesse Rodin, Mary Gerbi, Aaron Sheehan, Matthew Anderson, Bradford Gleim, Paul Max Tipton",,2012,,44,y,v,vocal,y,y,,,0120 Gas0419 Dulcis amica Dei.musicxml,0120 Gas0419 Dulcis amica Dei.wav,0120 Gas0419 Dulcis amica Dei.csv,0120 Gas0419 Dulcis amica Dei.csv,0120 Gas0419 Dulcis amica Dei.csv,0120 Gas0419 Dulcis amica Dei.csv,
97,121,Gaspar,0121 Gas0420 Stabat mater,5,CANTO_JRP,"Vox Early Music Ensemble, Christopher Wolverton Dir.",,2011,,40,y,v,vocal,y,y,,,0121 Gas0420 Stabat mater.musicxml,0121 Gas0420 Stabat mater.wav,0121 Gas0420 Stabat mater.csv,0121 Gas0420 Stabat mater.csv,0121 Gas0420 Stabat mater.csv,0121 Gas0420 Stabat mater.csv,
98,122,Isaac,0122 Isa3002 Alla battaglia,4,CANTO_JRP,"Heinrich Isaac, Capella De La Torre, Katharina Bauml",,2018,,46,y,i,instrumental,y,y,,"koper, dubbelriet, luit, slagwerk",0122 Isa3002 Alla battaglia.musicxml,0122 Isa3002 Alla battaglia.wav,0122 Isa3002 Alla battaglia.csv,0122 Isa3002 Alla battaglia.csv,0122 Isa3002 Alla battaglia.csv,0122 Isa3002 Alla battaglia.csv,
99,123,Japart,0123 Jap3001 Amours amours amours,4,CANTO_JRP,"Jean Japart, Les Flamboyants, Michael Form",,2012,,54,a,i,instrumental,y,y,herhalingen,"gamba, luit, blokfluit, slagwerk, herhaling met veel versieringen",0123 Jap3001 Amours amours amours.musicxml,0123 Jap3001 Amours amours amours.wav,0123 Jap3001 Amours amours amours.csv,0123 Jap3001 Amours amours amours.csv,0123 Jap3001 Amours amours amours.csv,0123 Jap3001 Amours amours amours.csv,0123 Jap3001 Amours amours amours.mid
100,125,Japart,0125 Jap3004 De tous biens plaine,4,CANTO_JRP,"Jean Japart, Les Flamboyants, Michael Form",,2012,,44,y,i,instrumental,y,y,,"3 gamba’s, fagot",0125 Jap3004 De tous biens plaine.musicxml,0125 Jap3004 De tous biens plaine.wav,0125 Jap3004 De tous biens plaine.csv,0125 Jap3004 De tous biens plaine.csv,0125 Jap3004 De tous biens plaine.csv,0125 Jap3004 De tous biens plaine.csv,0125 Jap3004 De tous biens plaine.mid
101,126,Japart,0126 Jap3007 Fortuna dun gran tempo,4,CANTO_JRP,"Jean Japart, Les Flamboyants, Michael Form",,2012,,44,y,i,instrumental,y,y,,"3 gamba’s, blokfluit",0126 Jap3007 Fortuna dun gran tempo.musicxml,0126 Jap3007 Fortuna dun gran tempo.wav,0126 Jap3007 Fortuna dun gran tempo.csv,0126 Jap3007 Fortuna dun gran tempo.csv,0126 Jap3007 Fortuna dun gran tempo.csv,0126 Jap3007 Fortuna dun gran tempo.csv,0126 Jap3007 Fortuna dun gran tempo.mid
102,127,Japart,0127 Jap3009 Il est de bonne heure ne | Lhomme arme,4,CANTO_JRP,"Jean Japart, Les Flamboyants, Michael Form",,2012,,44,y,i,instrumental,y,y,,"3 gamba’s, fagot",0127 Jap3009 Il est de bonne heure ne | Lhomme arme.musicxml,0127 Jap3009 Il est de bonne heure ne | Lhomme arme.wav,0127 Jap3009 Il est de bonne heure ne | Lhomme arme.csv,0127 Jap3009 Il est de bonne heure ne | Lhomme arme.csv,0127 Jap3009 Il est de bonne heure ne | Lhomme arme.csv,0127 Jap3009 Il est de bonne heure ne | Lhomme arme.csv,0127 Jap3009 Il est de bonne heure ne | Lhomme arme.mid
